L,N,dx,b,sample,delta,pin_height,area,radius,wrap
48.0,192,0.25,0.8,169,0.25,1.05,34.375,7.115124735378854,0.0
48.0,192,0.25,0.8,170,0.25,1.05,4.8125,3.1622776601683795,0.0
48.0,192,0.25,0.8,171,0.25,1.05,6.375,2.5124689052802225,0.0
48.0,192,0.25,0.8,172,0.25,1.05,3.0625,2.1505813167606567,0.0
48.0,192,0.25,0.8,173,0.25,1.05,0.625,0.5590169943749475,0.0
48.0,192,0.25,0.8,174,0.25,1.05,11.875,7.520804478245662,0.0
48.0,192,0.25,0.8,175,0.25,1.05,22.375,7.0710678118654755,0.0
48.0,192,0.25,0.8,176,0.25,1.05,40.5625,7.163274390947201,0.0
48.0,192,0.25,0.8,177,0.25,1.05,10.125,4.743416490252569,0.0
48.0,192,0.25,0.8,178,0.25,1.05,5.125,2.7950849718747373,0.0
48.0,192,0.25,0.8,179,0.25,1.05,13.625,5.350233639758174,0.0
48.0,192,0.25,0.8,180,0.25,1.05,21.5625,6.324555320336759,0.0
48.0,192,0.25,0.8,181,0.25,1.05,14.4375,5.55090082779363,0.0
48.0,192,0.25,0.8,182,0.25,1.05,17.875,8.253787009609589,0.0
48.0,192,0.25,0.8,183,0.25,1.05,6.625,3.758324094593227,0.0
48.0,192,0.25,0.8,184,0.25,1.05,2.0625,1.4577379737113252,0.0
48.0,192,0.25,0.8,185,0.25,1.05,16.9375,5.771698190307598,0.0
48.0,192,0.25,0.8,186,0.25,1.05,0.8125,0.75,0.0
48.0,192,0.25,0.8,187,0.25,1.05,15.4375,8.782084035125148,0.0
48.0,192,0.25,0.8,188,0.25,1.05,7.875,3.913118960624632,0.0
48.0,192,0.25,0.8,189,0.25,1.05,3.375,1.8027756377319946,0.0
48.0,192,0.25,0.8,190,0.25,1.05,39.5,12.137236093938355,0.0
48.0,192,0.25,0.8,191,0.25,1.05,1.125,1.0307764064044151,0.0
48.0,192,0.25,0.8,192,0.25,1.05,14.0,7.280109889280518,0.0
48.0,192,0.25,0.8,193,0.25,1.05,37.8125,6.504805915628844,0.0
48.0,192,0.25,0.8,194,0.25,1.05,5.0,3.5355339059327378,0.0
48.0,192,0.25,0.8,195,0.25,1.05,4.25,2.358495283014151,0.0
48.0,192,0.25,0.8,196,0.25,1.05,23.3125,12.103718436910205,0.0
48.0,192,0.25,0.8,197,0.25,1.05,10.5,5.836308764964376,0.0
48.0,192,0.25,0.8,198,0.25,1.05,3.1875,1.6770509831248424,0.0
48.0,192,0.25,0.8,199,0.25,1.05,1.8125,1.4577379737113252,0.0
48.0,192,0.25,0.8,200,0.25,1.05,2.625,2.1360009363293826,0.0
48.0,192,0.25,0.8,201,0.25,1.05,49.0,15.002083188677497,0.0
48.0,192,0.25,0.8,202,0.25,1.05,37.0,8.514693182963201,0.0
48.0,192,0.25,0.8,203,0.25,1.05,13.4375,4.272001872658765,0.0
48.0,192,0.25,0.8,204,0.25,1.05,34.0,10.124228365658293,0.0
48.0,192,0.25,0.8,205,0.25,1.05,11.375,4.2793106921559225,0.0
48.0,192,0.25,0.8,206,0.25,1.05,57.0,8.877640452282352,0.0
48.0,192,0.25,0.8,207,0.25,1.05,11.5625,5.460082416960389,0.0
48.0,192,0.25,0.8,208,0.25,1.05,22.25,5.153882032022076,0.0
48.0,192,0.25,0.8,209,0.25,1.05,31.25,11.963486114005399,0.0
48.0,192,0.25,0.8,210,0.25,1.05,32.6875,9.25,0.0
48.0,192,0.25,0.8,211,0.25,1.05,2.0625,1.6007810593582121,0.0
48.0,192,0.25,0.8,212,0.25,1.05,1.4375,1.0606601717798212,0.0
48.0,192,0.25,0.8,213,0.25,1.05,24.9375,7.516648189186454,0.0
48.0,192,0.25,0.8,214,0.25,1.05,14.5625,5.062114182829147,0.0
48.0,192,0.25,0.8,215,0.25,1.05,12.6875,5.482928049865327,0.0
48.0,192,0.25,0.8,216,0.25,1.05,15.1875,4.596194077712559,0.0
48.0,192,0.25,0.8,217,0.25,1.05,16.5625,4.743416490252569,0.0
48.0,192,0.25,0.8,218,0.25,1.05,5.875,2.9261749776799064,0.0
48.0,192,0.25,0.8,219,0.25,1.05,7.375,5.836308764964376,0.0
48.0,192,0.25,0.8,220,0.25,1.05,8.875,3.2015621187164243,0.0
48.0,192,0.25,0.8,221,0.25,1.05,3.25,2.0615528128088303,0.0
48.0,192,0.25,0.8,222,0.25,1.05,29.25,10.636023693091325,0.0
48.0,192,0.25,0.8,223,0.25,1.05,5.9375,3.553167600887974,0.0
48.0,192,0.25,0.8,224,0.25,1.05,7.875,4.430011286667337,0.0
48.0,192,0.25,0.8,225,0.25,1.05,16.375,6.269968101992227,0.0
48.0,192,0.25,0.8,226,0.25,1.05,2.75,2.1505813167606567,0.0
48.0,192,0.25,0.8,227,0.25,1.05,3.875,2.3048861143232218,0.0
48.0,192,0.25,0.8,228,0.25,1.05,1.5625,1.5,0.0
48.0,192,0.25,0.8,229,0.25,1.05,14.625,6.864765108872991,0.0
48.0,192,0.25,0.8,230,0.25,1.05,20.875,6.642665127793212,0.0
48.0,192,0.25,0.8,231,0.25,1.05,5.3125,3.25,0.0
48.0,192,0.25,0.8,232,0.25,1.05,9.875,4.828301978956992,0.0
48.0,192,0.25,0.8,233,0.25,1.05,2.4375,2.0615528128088303,0.0
48.0,192,0.25,0.8,234,0.25,1.05,9.6875,4.373213921133975,0.0
48.0,192,0.25,0.8,235,0.25,1.05,26.4375,7.7014609003746815,0.0
48.0,192,0.25,0.8,236,0.25,1.05,21.6875,4.930770730829005,0.0
48.0,192,0.25,0.8,237,0.25,1.05,0.9375,0.7071067811865476,0.0
48.0,192,0.25,0.8,238,0.25,1.05,4.375,2.5495097567963922,0.0
48.0,192,0.25,0.8,239,0.25,1.05,2.625,1.75,0.0
48.0,192,0.25,0.8,240,0.25,1.05,3.0,1.6770509831248424,0.0
48.0,192,0.25,0.8,241,0.25,1.05,4.1875,2.23606797749979,0.0
48.0,192,0.25,0.8,242,0.25,1.05,24.25,6.309714732061981,0.0
48.0,192,0.25,0.8,243,0.25,1.05,14.0625,4.756574397610112,0.0
48.0,192,0.25,0.8,244,0.25,1.05,5.0,2.9261749776799064,0.0
48.0,192,0.25,0.8,245,0.25,1.05,8.4375,5.5901699437494745,0.0
48.0,192,0.25,0.8,246,0.25,1.05,7.375,3.952847075210474,0.0
48.0,192,0.25,0.8,247,0.25,1.05,15.5,4.123105625617661,0.0
48.0,192,0.25,0.8,248,0.25,1.05,11.625,4.366062299143245,0.0
48.0,192,0.25,0.8,249,0.25,1.05,10.1875,4.031128874149275,0.0
48.0,192,0.25,0.8,250,0.25,1.05,9.6875,6.504805915628844,0.0
48.0,192,0.25,0.8,251,0.25,1.05,48.25,13.439680055715613,0.0
48.0,192,0.25,0.8,252,0.25,1.05,15.6875,7.352720584926371,0.0
48.0,192,0.25,0.8,253,0.25,1.05,5.125,2.850438562747845,0.0
48.0,192,0.25,0.8,254,0.25,1.05,42.375,9.762812094883317,0.0
48.0,192,0.25,0.8,255,0.25,1.05,6.5625,3.3634060117684275,0.0
48.0,192,0.25,0.8,256,0.25,1.05,35.25,7.403546447480424,0.0
48.0,192,0.25,0.8,257,0.25,1.05,15.5625,6.600189391222043,0.0
48.0,192,0.25,0.8,258,0.25,1.05,7.375,3.881043674065006,0.0
48.0,192,0.25,0.8,259,0.25,1.05,4.0,3.092329219213245,0.0
48.0,192,0.25,0.8,260,0.25,1.05,2.0,1.8027756377319946,0.0
48.0,192,0.25,0.8,261,0.25,1.05,1.0,1.0307764064044151,0.0
48.0,192,0.25,0.8,262,0.25,1.05,2.75,2.0615528128088303,0.0
48.0,192,0.25,0.8,263,0.25,1.05,5.125,3.5,0.0
48.0,192,0.25,0.8,264,0.25,1.05,40.6875,8.035079339994098,0.0
48.0,192,0.25,0.8,265,0.25,1.05,16.5,6.082762530298219,0.0
48.0,192,0.25,0.8,266,0.25,1.05,11.0625,5.533985905294664,0.0
48.0,192,0.25,0.8,267,0.25,1.05,5.25,3.092329219213245,0.0
48.0,192,0.25,0.8,268,0.25,1.05,26.0625,7.648529270389178,0.0
48.0,192,0.25,0.8,269,0.25,1.05,5.1875,3.952847075210474,0.0
48.0,192,0.25,0.8,270,0.25,1.05,4.625,2.7950849718747373,0.0
48.0,192,0.25,0.8,271,0.25,1.05,1.6875,1.5811388300841898,0.0
48.0,192,0.25,0.8,272,0.25,1.05,11.25,4.596194077712559,0.0
48.0,192,0.25,0.8,273,0.25,1.05,58.0,11.2305387226081,0.0
48.0,192,0.25,0.8,274,0.25,1.05,25.4375,9.905806378079475,0.0
48.0,192,0.25,0.8,275,0.25,1.05,15.25,7.433034373659253,0.0
48.0,192,0.25,0.8,276,0.25,1.05,10.5,7.352720584926371,0.0
48.0,192,0.25,0.8,277,0.25,1.05,20.25,8.73212459828649,0.0
48.0,192,0.25,0.8,278,0.25,1.05,10.5,3.783186487605389,0.0
48.0,192,0.25,0.8,279,0.25,1.05,45.25,10.124228365658293,0.0
48.0,192,0.25,0.8,280,0.25,1.05,23.5625,7.075485849042453,0.0
48.0,192,0.25,0.8,281,0.25,1.05,8.4375,3.1622776601683795,0.0
48.0,192,0.25,0.8,282,0.25,1.05,13.4375,4.366062299143245,0.0
48.0,192,0.25,0.8,283,0.25,1.05,29.1875,8.246211251235321,0.0
48.0,192,0.25,0.8,284,0.25,1.05,34.125,15.051993223490369,0.0
48.0,192,0.25,0.8,285,0.25,1.05,2.5625,1.4577379737113252,0.0
48.0,192,0.25,0.8,286,0.25,1.05,7.25,2.850438562747845,0.0
48.0,192,0.25,0.8,287,0.25,1.05,19.375,6.269968101992227,0.0
48.0,192,0.25,0.8,288,0.25,1.05,1.5,1.118033988749895,0.0
48.0,192,0.25,0.8,289,0.25,1.05,30.25,8.284020762890446,0.0
48.0,192,0.25,0.8,290,0.25,1.05,7.125,3.5794552658190883,0.0
48.0,192,0.25,0.8,291,0.25,1.05,1.3125,1.0307764064044151,0.0
48.0,192,0.25,0.8,292,0.25,1.05,11.75,4.911720676097125,0.0
48.0,192,0.25,0.8,293,0.25,1.05,13.9375,5.220153254455275,0.0
48.0,192,0.25,0.8,294,0.25,1.05,46.25,9.034655499796326,0.0
48.0,192,0.25,0.8,295,0.25,1.05,7.25,3.0413812651491097,0.0
48.0,192,0.25,0.8,296,0.25,1.05,10.4375,5.50567888638631,0.0
48.0,192,0.25,0.8,297,0.25,1.05,11.4375,3.473110997362451,0.0
48.0,192,0.25,0.8,298,0.25,1.05,12.5625,4.315669125408017,0.0
48.0,192,0.25,0.8,299,0.25,1.05,3.75,2.23606797749979,0.0
48.0,192,0.25,0.4,0,0.25,0.65,3.5,2.462214450449026,0.0
48.0,192,0.25,0.4,1,0.25,0.65,218.625,26.832815729997478,0.0
48.0,192,0.25,0.4,2,0.25,0.65,61.0625,11.760633486339076,0.0
48.0,192,0.25,0.4,3,0.25,0.65,34.6875,6.041522986797286,0.0
48.0,192,0.25,0.4,4,0.25,0.65,63.6875,12.116620816052635,0.0
48.0,192,0.25,0.4,5,0.25,0.65,1.25,0.7905694150420949,0.0
48.0,192,0.25,0.4,6,0.25,0.65,39.6875,8.96172416446746,0.0
48.0,192,0.25,0.4,7,0.25,0.65,144.875,21.772976369803004,0.0
48.0,192,0.25,0.4,8,0.25,0.65,14.875,4.430011286667337,0.0
48.0,192,0.25,0.4,9,0.25,0.65,50.3125,6.388466169590319,0.0
48.0,192,0.25,0.4,10,0.25,0.65,12.3125,3.2882366094914763,0.0
48.0,192,0.25,0.4,11,0.25,0.65,42.375,10.443299287102711,0.0
48.0,192,0.25,0.4,12,0.25,0.65,11.875,4.650268809434569,0.0
48.0,192,0.25,0.4,13,0.25,0.65,97.0,11.338540470448567,0.0
48.0,192,0.25,0.4,14,0.25,0.65,27.6875,7.603453162872775,0.0
48.0,192,0.25,0.4,15,0.25,0.65,2.5,1.9039432764659772,0.0
48.0,192,0.25,0.4,16,0.25,0.65,81.8125,13.536986370680884,0.0
48.0,192,0.25,0.4,17,0.25,0.65,115.375,13.221667822177352,0.0
48.0,192,0.25,0.4,18,0.25,0.65,24.25,7.941190087134295,0.0
48.0,192,0.25,0.4,19,0.25,0.65,6.6875,4.100304866714182,0.0
48.0,192,0.25,0.4,20,0.25,0.65,5.5625,3.905124837953327,0.0
48.0,192,0.25,0.4,21,0.25,0.65,4.25,2.1213203435596424,0.0
48.0,192,0.25,0.4,22,0.25,0.65,22.875,8.253787009609589,0.0
48.0,192,0.25,0.4,23,0.25,0.65,119.5625,15.033296378372908,0.0
48.0,192,0.25,0.4,24,0.25,0.65,106.3125,15.876476309307428,0.0
48.0,192,0.25,0.4,25,0.25,0.65,2.9375,2.0155644370746373,0.0
48.0,192,0.25,0.4,26,0.25,0.65,66.5,12.798925736170204,0.0
48.0,192,0.25,0.4,27,0.25,0.65,3.375,1.346291201783626,0.0
48.0,192,0.25,0.4,28,0.25,0.65,83.0625,11.884864324004713,0.0
48.0,192,0.25,0.4,29,0.25,0.65,4.3125,2.850438562747845,0.0
48.0,192,0.25,0.4,30,0.25,0.65,6.1875,3.010398644698074,0.0
48.0,192,0.25,0.4,31,0.25,0.65,47.875,10.262187875886896,0.0
48.0,192,0.25,0.4,32,0.25,0.65,35.375,8.97566153550812,0.0
48.0,192,0.25,0.4,33,0.25,0.65,4.4375,2.0155644370746373,0.0
48.0,192,0.25,0.4,34,0.25,0.65,2.625,2.0,0.0
48.0,192,0.25,0.4,35,0.25,0.65,5.75,4.257346591481601,0.0
48.0,192,0.25,0.4,36,0.25,0.65,162.25,18.741664813991314,0.0
48.0,192,0.25,0.4,37,0.25,0.65,35.5625,5.385164807134504,0.0
48.0,192,0.25,0.4,38,0.25,0.65,44.0625,7.520804478245662,0.0
48.0,192,0.25,0.4,39,0.25,0.65,31.75,5.900211860602973,0.0
48.0,192,0.25,0.4,40,0.25,0.65,75.875,16.25,0.0
48.0,192,0.25,0.4,41,0.25,0.65,5.5625,2.1360009363293826,0.0
48.0,192,0.25,0.4,42,0.25,0.65,104.75,14.450346016618425,0.0
48.0,192,0.25,0.4,43,0.25,0.65,42.0,12.619429464123963,0.0
48.0,192,0.25,0.4,44,0.25,0.65,101.5625,18.25171224844398,0.0
48.0,192,0.25,0.4,45,0.25,0.65,130.625,29.702693480558292,0.0
48.0,192,0.25,0.4,46,0.25,0.65,27.75,7.814249804043892,0.0
48.0,192,0.25,0.4,47,0.25,0.65,137.3125,25.001249968751562,0.0
48.0,192,0.25,0.4,48,0.25,0.65,154.375,18.172781845386247,0.0
48.0,192,0.25,0.4,49,0.25,0.65,232.0,27.35073125165029,0.0
48.0,192,0.25,0.4,50,0.25,0.65,85.25,16.492422502470642,0.0
48.0,192,0.25,0.4,51,0.25,0.65,2.6875,1.9525624189766635,0.0
48.0,192,0.25,0.4,52,0.25,0.65,191.6875,22.05957841845578,0.0
48.0,192,0.25,0.4,53,0.25,0.65,12.3125,6.562202374203344,0.0
48.0,192,0.25,0.4,54,0.25,0.65,30.0625,9.25,0.0
48.0,192,0.25,0.4,55,0.25,0.65,99.1875,13.268854509715599,0.0
48.0,192,0.25,0.4,56,0.25,0.65,2.1875,1.4577379737113252,0.0
48.0,192,0.25,0.4,57,0.25,0.65,4.1875,2.0155644370746373,0.0
48.0,192,0.25,0.4,58,0.25,0.65,581.3125,30.126815298003205,0.0
48.0,192,0.25,0.4,59,0.25,0.65,38.9375,13.002403623945844,0.0
48.0,192,0.25,0.4,60,0.25,0.65,46.0625,13.383758814324173,0.0
48.0,192,0.25,0.4,61,0.25,0.65,7.25,3.092329219213245,0.0
48.0,192,0.25,0.4,62,0.25,0.65,1.9375,1.6007810593582121,0.0
48.0,192,0.25,0.4,63,0.25,0.65,17.1875,3.816084380618437,0.0
48.0,192,0.25,0.4,64,0.25,0.65,4.75,2.23606797749979,0.0
48.0,192,0.25,0.4,65,0.25,0.65,32.5625,5.88430114796991,0.0
48.0,192,0.25,0.4,66,0.25,0.65,172.5625,26.39720629157563,0.0
48.0,192,0.25,0.4,67,0.25,0.65,22.875,6.600189391222043,0.0
48.0,192,0.25,0.4,68,0.25,0.65,2.1875,1.5811388300841898,0.0
48.0,192,0.25,0.4,69,0.25,0.65,150.75,19.224008426964446,0.0
48.0,192,0.25,0.4,70,0.25,0.65,14.5625,4.430011286667337,0.0
48.0,192,0.25,0.4,71,0.25,0.65,125.1875,27.405519517060792,0.0
48.0,192,0.25,0.4,72,0.25,0.65,5.375,3.7165171868296265,0.0
48.0,192,0.25,0.4,73,0.25,0.65,3.9375,2.5124689052802225,0.0
48.0,192,0.25,0.4,74,0.25,0.65,162.4375,19.953069939234915,0.0
48.0,192,0.25,0.4,75,0.25,0.65,11.5,6.269968101992227,0.0
48.0,192,0.25,0.4,76,0.25,0.65,6.5625,2.704163456597992,0.0
48.0,192,0.25,0.4,77,0.25,0.65,45.375,14.075688260259247,0.0
48.0,192,0.25,0.4,78,0.25,0.65,7.9375,3.2596012026013246,0.0
48.0,192,0.25,0.4,79,0.25,0.65,17.8125,5.618051263561058,0.0
48.0,192,0.25,0.4,80,0.25,0.65,20.5625,6.75,0.0
48.0,192,0.25,0.4,81,0.25,0.65,3.0,2.23606797749979,0.0
48.0,192,0.25,0.4,82,0.25,0.65,193.6875,23.119256043393783,0.0
48.0,192,0.25,0.4,83,0.25,0.65,19.9375,4.257346591481601,0.0
48.0,192,0.25,0.4,84,0.25,0.65,481.0625,25.632011235952593,1.0
48.0,192,0.25,0.4,85,0.25,0.65,50.375,10.752906583803284,0.0
48.0,192,0.25,0.4,86,0.25,0.65,2.125,1.6770509831248424,0.0
48.0,192,0.25,0.4,87,0.25,0.65,51.75,12.634278768493278,0.0
48.0,192,0.25,0.4,88,0.25,0.65,9.25,4.5069390943299865,0.0
48.0,192,0.25,0.4,89,0.25,0.65,84.9375,12.963892162464173,0.0
48.0,192,0.25,0.4,90,0.25,0.65,24.6875,5.942432162002357,0.0
48.0,192,0.25,0.4,91,0.25,0.65,79.3125,12.39455525624054,0.0
48.0,192,0.25,0.4,92,0.25,0.65,71.9375,18.050277006184697,0.0
48.0,192,0.25,0.4,93,0.25,0.65,201.4375,28.3515872571537,0.0
48.0,192,0.25,0.4,94,0.25,0.65,95.375,22.69636534778201,0.0
48.0,192,0.25,0.4,95,0.25,0.65,10.5625,3.7165171868296265,0.0
48.0,192,0.25,0.4,96,0.25,0.65,49.3125,10.398317171542711,0.0
48.0,192,0.25,0.4,97,0.25,0.65,20.6875,6.726812023536855,0.0
48.0,192,0.25,0.4,98,0.25,0.65,13.625,5.7118298293979315,0.0
48.0,192,0.25,0.4,99,0.25,0.65,28.1875,10.5741429912783,0.0
48.0,192,0.25,0.4,100,0.25,0.65,151.6875,19.269470672543136,0.0
48.0,192,0.25,0.4,101,0.25,0.65,15.875,5.385164807134504,0.0
48.0,192,0.25,0.4,102,0.25,0.65,15.0,4.257346591481601,0.0
48.0,192,0.25,0.4,103,0.25,0.65,46.4375,12.095970403402944,0.0
48.0,192,0.25,0.4,104,0.25,0.65,20.0,5.88430114796991,0.0
48.0,192,0.25,0.4,105,0.25,0.65,104.4375,18.67150234983784,0.0
48.0,192,0.25,0.4,106,0.25,0.65,46.6875,11.55692433132622,0.0
48.0,192,0.25,0.4,107,0.25,0.65,22.375,8.200609733428363,0.0
48.0,192,0.25,0.4,108,0.25,0.65,8.3125,3.69120576505835,0.0
48.0,192,0.25,0.4,109,0.25,0.65,75.4375,14.512925273699992,0.0
48.0,192,0.25,0.4,110,0.25,0.65,22.125,8.077747210701755,0.0
48.0,192,0.25,0.4,111,0.25,0.65,94.75,17.585505395068974,0.0
48.0,192,0.25,0.4,112,0.25,0.65,22.375,6.519202405202649,0.0
48.0,192,0.25,0.4,113,0.25,0.65,57.8125,12.8281916106675,0.0
48.0,192,0.25,0.4,114,0.25,0.65,9.0,4.031128874149275,0.0
48.0,192,0.25,0.4,115,0.25,0.65,6.1875,2.5,0.0
48.0,192,0.25,0.4,116,0.25,0.65,1.25,1.118033988749895,0.0
48.0,192,0.25,0.4,117,0.25,0.65,0.8125,0.7905694150420949,0.0
48.0,192,0.25,0.4,118,0.25,0.65,58.4375,8.77852493303972,0.0
48.0,192,0.25,0.4,119,0.25,0.65,76.375,20.112185361118765,0.0
48.0,192,0.25,0.4,120,0.25,0.65,12.8125,4.138236339311712,0.0
48.0,192,0.25,0.4,121,0.25,0.65,120.9375,14.252192813739224,0.0
48.0,192,0.25,0.4,122,0.25,0.65,19.25,7.945124291035352,0.0
48.0,192,0.25,0.4,123,0.25,0.65,43.0625,6.600189391222043,0.0
48.0,192,0.25,0.4,124,0.25,0.65,5.625,4.930770730829005,0.0
48.0,192,0.25,0.4,125,0.25,0.65,116.125,17.34394707095245,0.0
48.0,192,0.25,0.4,126,0.25,0.65,5.6875,2.5495097567963922,0.0
48.0,192,0.25,0.4,127,0.25,0.65,83.0625,18.5,0.0
48.0,192,0.25,0.4,128,0.25,0.65,59.0625,14.35705401536123,0.0
48.0,192,0.25,0.4,129,0.25,0.65,47.5625,12.869537676233751,0.0
48.0,192,0.25,0.4,130,0.25,0.65,99.4375,19.33423130098531,0.0
48.0,192,0.25,0.4,131,0.25,0.65,84.9375,10.0,0.0
48.0,192,0.25,0.4,132,0.25,0.65,75.6875,13.67707936658993,0.0
48.0,192,0.25,0.4,133,0.25,0.65,329.1875,25.811818998280614,0.0
48.0,192,0.25,0.4,134,0.25,0.65,45.5625,14.37228235180481,0.0
48.0,192,0.25,0.4,135,0.25,0.65,157.1875,17.338540884399702,0.0
48.0,192,0.25,0.4,136,0.25,0.65,39.9375,11.205467415507485,0.0
48.0,192,0.25,0.4,137,0.25,0.65,16.875,8.097067370350823,0.0
48.0,192,0.25,0.4,138,0.25,0.65,33.5625,8.31038506929733,0.0
48.0,192,0.25,0.4,139,0.25,0.65,128.875,17.003676073131953,0.0
48.0,192,0.25,0.4,140,0.25,0.65,219.4375,25.545302895052938,0.0
48.0,192,0.25,0.4,141,0.25,0.65,31.9375,12.36931687685298,0.0
48.0,192,0.25,0.4,142,0.25,0.65,24.0,10.307764064044152,0.0
48.0,192,0.25,0.4,143,0.25,0.65,77.1875,13.777245733454855,0.0
48.0,192,0.25,0.4,144,0.25,0.65,379.0,33.06905653326082,0.0
48.0,192,0.25,0.4,145,0.25,0.65,60.0625,18.01735274672725,0.0
48.0,192,0.25,0.4,146,0.25,0.65,13.3125,6.046693311223912,0.0
48.0,192,0.25,0.4,147,0.25,0.65,37.875,6.878408246098802,0.0
48.0,192,0.25,0.4,148,0.25,0.65,65.0625,11.294356998076518,0.0
48.0,192,0.25,0.4,149,0.25,0.65,157.8125,29.19439158468626,0.0
48.0,192,0.25,0.4,150,0.25,0.65,16.0625,6.408002808988148,0.0
48.0,192,0.25,0.4,151,0.25,0.65,1.6875,1.9039432764659772,0.0
48.0,192,0.25,0.4,152,0.25,0.65,62.1875,12.219349409849936,0.0
48.0,192,0.25,0.4,153,0.25,0.65,416.9375,26.196373794859472,0.0
48.0,192,0.25,0.4,154,0.25,0.65,117.5625,14.67353059082919,0.0
48.0,192,0.25,0.4,155,0.25,0.65,11.0,4.301162633521313,0.0
48.0,192,0.25,0.4,156,0.25,0.65,19.625,5.460082416960389,0.0
48.0,192,0.25,0.4,157,0.25,0.65,30.4375,11.10180165558726,0.0
48.0,192,0.25,0.4,158,0.25,0.65,3.3125,1.5811388300841898,0.0
48.0,192,0.25,0.4,159,0.25,0.65,27.5625,7.976528066771908,0.0
48.0,192,0.25,0.4,160,0.25,0.65,165.1875,24.199690080660123,0.0
48.0,192,0.25,0.4,161,0.25,0.65,157.5625,26.721947908039937,0.0
48.0,192,0.25,0.4,162,0.25,0.65,38.375,10.253048327204938,0.0
48.0,192,0.25,0.4,163,0.25,0.65,2.6875,1.7677669529663689,0.0
48.0,192,0.25,0.4,164,0.25,0.65,193.4375,28.570089254323307,0.0
48.0,192,0.25,0.4,165,0.25,0.65,46.9375,11.01135777277262,0.0
48.0,192,0.25,0.4,166,0.25,0.65,31.25,7.652613932506983,0.0
48.0,192,0.25,0.4,167,0.25,0.65,114.9375,21.592822881689184,0.0
48.0,192,0.25,0.4,168,0.25,0.65,43.3125,8.634958019585271,0.0
48.0,192,0.25,0.4,169,0.25,0.65,143.125,15.002083188677497,0.0
48.0,192,0.25,0.4,170,0.25,0.65,60.0625,9.334077351297235,0.0
48.0,192,0.25,0.4,171,0.25,0.65,1.0,0.7905694150420949,0.0
48.0,192,0.25,0.4,172,0.25,0.65,49.125,10.262187875886896,0.0
48.0,192,0.25,0.4,173,0.25,0.65,29.125,10.965856099730654,0.0
48.0,192,0.25,0.4,174,0.25,0.65,9.5625,4.366062299143245,0.0
48.0,192,0.25,0.4,175,0.25,0.65,197.375,23.91782807865296,0.0
48.0,192,0.25,0.4,176,0.25,0.65,62.3125,12.61199825562944,0.0
48.0,192,0.25,0.4,177,0.25,0.65,36.75,9.89002022242624,0.0
48.0,192,0.25,0.4,178,0.25,0.65,10.0,2.5495097567963922,0.0
48.0,192,0.25,0.4,179,0.25,0.65,35.3125,9.5818839483684,0.0
48.0,192,0.25,0.4,180,0.25,0.65,35.25,8.631338250816034,0.0
48.0,192,0.25,0.4,181,0.25,0.65,41.5625,12.811127975318957,0.0
48.0,192,0.25,0.4,182,0.25,0.65,2.8125,2.1505813167606567,0.0
48.0,192,0.25,0.4,183,0.25,0.65,117.5,18.955540087267362,0.0
48.0,192,0.25,0.4,184,0.25,0.65,8.5,5.315072906367325,0.0
48.0,192,0.25,0.4,185,0.25,0.65,86.6875,15.453559460525591,0.0
48.0,192,0.25,0.4,186,0.25,0.65,196.4375,24.67919163992208,0.0
48.0,192,0.25,0.4,187,0.25,0.65,34.25,10.111874208078342,0.0
48.0,192,0.25,0.4,188,0.25,0.65,96.375,10.770329614269007,0.0
48.0,192,0.25,0.4,189,0.25,0.65,22.3125,9.100137361600648,0.0
48.0,192,0.25,0.4,190,0.25,0.65,10.875,4.257346591481601,0.0
48.0,192,0.25,0.4,191,0.25,0.65,16.625,5.153882032022076,0.0
48.0,192,0.25,0.4,192,0.25,0.65,313.1875,29.0,0.0
48.0,192,0.25,0.4,193,0.25,0.65,6.3125,3.48209706929603,0.0
48.0,192,0.25,0.4,194,0.25,0.65,33.1875,7.0400639201643616,0.0
48.0,192,0.25,0.4,195,0.25,0.65,2.8125,1.5811388300841898,0.0
48.0,192,0.25,0.4,196,0.25,0.65,4.875,2.57390753524675,0.0
48.0,192,0.25,0.4,197,0.25,0.65,3.4375,1.9039432764659772,0.0
48.0,192,0.25,0.4,198,0.25,0.65,1.75,1.2747548783981961,0.0
48.0,192,0.25,0.4,199,0.25,0.65,33.625,6.604922406811453,0.0
48.0,192,0.25,0.4,200,0.25,0.65,24.25,9.360822613424528,0.0
48.0,192,0.25,0.4,201,0.25,0.65,157.8125,27.911691098892593,0.0
48.0,192,0.25,0.4,202,0.25,0.65,66.375,11.661903789690601,0.0
48.0,192,0.25,0.4,203,0.25,0.65,40.6875,10.550473923004596,0.0
48.0,192,0.25,0.4,204,0.25,0.65,60.4375,15.350081433008752,0.0
48.0,192,0.25,0.4,205,0.25,0.65,191.8125,25.155764746872634,0.0
48.0,192,0.25,0.4,206,0.25,0.65,13.0,6.946221994724902,0.0
48.0,192,0.25,0.4,207,0.25,0.65,62.875,8.620469824783333,0.0
48.0,192,0.25,0.4,208,0.25,0.65,99.9375,18.99012901483294,0.0
48.0,192,0.25,0.4,209,0.25,0.65,250.25,33.76481156470446,0.0
48.0,192,0.25,0.4,210,0.25,0.65,102.3125,24.331050121192877,0.0
48.0,192,0.25,0.4,211,0.25,0.65,6.4375,2.5124689052802225,0.0
48.0,192,0.25,0.4,212,0.25,0.65,42.9375,11.3852975367357,0.0
